blk_cd,admi_cd,dist_sl,bstop_cnt,tackji_ratio,dist_subway,dist_highway,blk_pop,od_cnt,tackji_ratio2
58817,41590310,110,1,0,6245,451,0,1,0
287659,41590370,190,0,0,21717,4584,0,0,0
533814,41117596,100,0,0,1490,4431,0,0,0
7519,41590259,150,0,0,14023,3978,157,0,0
435141,41590585,110,6,1,1009,1280,0,49,1
536956,41590588,110,5,1,1812,2276,0,217,1
435142,41590585,110,6,1,973,1272,0,49,1
435144,41590585,110,6,1,940,1266,0,49,1
435145,41590585,110,6,1,903,1257,0,49,1
536872,41590588,110,7,1,1643,2192,0,231,1
434345,41590588,110,3,1,2046,2803,0,105,1
434987,41590588,100,3,1,728,1345,0,44,1
433499,41590587,100,2,1,2196,2560,0,15,1
184611,41590586,100,1,1,1908,1616,0,283,1
433838,41590587,100,4,0.97612504,2380,2564,821,31,0.97612504
435242,41590588,100,2,1,365,1695,0,177,1
433477,41590587,100,4,0.950083539,2154,2725,551,31,0.950083539
437126,41590256,180,1,0,21098,3536,5,7,0
503105,41590253,110,3,0,5007,798,0,65,0
503291,41590570,110,0,0,2134,2004,14,0,0
31508,41590560,110,0,0,2995,2347,72,0,0
31538,41590570,110,0,0,1571,1941,20,0,0
434568,41590586,110,1,1,2280,1378,252,324,1
511093,41590588,110,1,0.995325044,2469,3116,0,101,0.995325044
511094,41590588,110,3,1,1774,2614,0,114,1
532292,41590588,110,5,1,1840,2571,3777,301,1
536125,41590610,110,1,1,2608,3899,0,60,1
348440,41590586,110,2,1,1697,1343,0,283,1
511041,41590588,110,1,1,2186,2998,0,101,1
434354,41590586,110,1,1,1293,841,18,283,1
208494,41590259,150,0,0,10271,4375,0,0,0
434639,41590587,110,1,0,839,1143,0,19,0
510934,41590253,110,1,0,5538,264,0,69,0
28866,41590256,200,0,0,20449,4237,182,0,0
31089,41590400,150,0,0,7953,2021,40,0,0
433625,41590570,110,0,0,1727,1431,7,0,0
346585,41590540,110,0,0,901,2318,0,0,0
535897,41590515,130,3,1,4022,6069,0,9,1
434816,41590590,110,3,1,1750,1575,0,201,1
536890,41590588,110,5,1,1928,2369,0,217,1
435167,41590585,110,1,1,1857,1718,0,286,1
348623,41590587,110,5,1,575,1251,0,46,1
281458,41590587,110,6,1,602,1271,0,51,1
436388,41590610,110,1,1,2667,3736,0,60,1
237153,41590253,110,3,0,6307,716,94,130,0.298015266
537078,41590600,100,1,1,1349,2426,0,10,1
435475,41590262,140,5,0,11505,4509,0,36,1
346681,41590540,110,2,0,1171,2212,0,51,0
433687,41590530,110,2,0,361,2027,43,26,0
511072,41590530,110,2,0,329,1817,0,12,0
30196,41590259,150,0,0,14077,3120,318,0,0
345667,41590587,110,2,1,1486,2161,0,43,1
434640,41590588,110,1,1,812,1883,0,1,1
434571,41590610,110,2,1,3008,3955,54099,279,1
434645,41590588,110,3,1,697,1882,0,178,1
31675,41590586,110,2,1,1648,1383,0,569,1
433955,41590587,100,4,1,2579,2372,0,25,1
31655,41590587,100,1,1,1965,2621,2321,6,1
25707,41590587,100,2,1,2296,2493,0,15,1
31657,41590585,100,4,1,2063,870,0,76,1
433722,41590590,100,3,0.977030824,1948,1496,5315,201,0.977030824
354532,41590586,100,1,1,1575,1962,0,324,1
500865,41590530,110,1,0,989,1612,0,19,0
433495,41590520,110,3,0,1050,2680,200,63,0
433913,41590253,110,4,0,4474,1130,618,26,0
536876,41590588,110,1,1,771,1613,0,4,1
281429,41590587,110,5,1,554,1237,0,46,1
344059,41590587,110,2,1,1300,1977,0,43,1
435029,41590585,110,6,1,996,1315,1181,49,1
59330,41590540,110,5,0,1527,2466,0,80,1
532297,41590590,100,4,1,1893,1097,0,42,1
27254,41590587,100,2,1,2304,2379,0,15,1
31656,41590585,100,3,1,2201,1038,0,50,1
345620,41590585,100,4,1,1928,1146,0,67,1
433587,41590585,100,3,1,2002,2031,92,11,1
345554,41590585,100,4,1,1787,1054,0,67,1
433588,41590585,100,2,1,2238,1712,0,243,1
434099,41590560,110,2,0,4059,1278,0,32,0
433598,41590520,110,1,0,773,2316,0,22,0
20721,41590259,150,0,0,11003,4977,496,0,0
30585,41590400,150,0,0,9163,3484,0,0,0
281456,41590585,110,1,1,1763,1633,0,286,1
435177,41590585,110,1,1,1851,1699,0,286,1
433378,41590320,120,2,0.470692965,6340,1333,29,3,0.470692965
436229,41590600,110,0,0,2192,1890,11,1,0.998005949
29644,41590253,110,3,0,5433,211,0,21,1
510915,41590253,110,2,0,5377,166,0,17,0.953813734
433833,41590253,110,9,0,6085,860,0,28,0.545691369
435084,41590588,100,2,1,352,1638,0,114,1
435186,41590570,110,0,0,1200,501,0,0,0
435178,41590530,110,3,0,838,1612,0,37,0
281751,41590253,110,8,0,6040,817,0,90,0
353882,41590253,110,8,0,6111,864,0,90,0
433597,41590520,110,2,0,824,2446,74,38,0
433604,41590520,110,3,0,874,2518,78,63,0
511096,41590588,110,2,1,1540,2478,0,13,1
431198,41590310,110,0,0,4438,1375,217,0,0
511097,41590588,110,1,1,2229,2949,0,101,1
71182,41590586,110,2,1,1665,1235,0,283,1
348248,41590587,110,2,1,1247,1933,0,41,1
434491,41590600,100,1,0.015256174,2202,3028,0,6,0.015256174
353880,41590253,110,6,0,5749,541,0,24,1
281750,41590253,110,6,0,5701,479,0,24,0.952279762
536108,41590253,110,0,0,5027,394,0,0,0
29633,41590253,110,0,0,5350,72,0,0,0
433591,41590520,110,2,0,283,1851,89,7,0
249050,41590253,110,7,0,4680,1174,0,49,0
55163,41590530,110,2,0,588,2245,0,26,0
3539,41590256,190,0,0,22932,6790,0,0,0
503779,41590586,110,2,1,1958,1506,0,283,1
345649,41590587,110,2,1,1537,2223,0,41,1
433747,41590587,110,2,0.986481907,1244,1907,0,43,0.016289944
536963,41590588,110,3,1,2175,2731,0,288,1
345625,41590585,100,4,1,2215,1407,6434,90,1
434735,41590600,100,4,1,444,1969,33,187,1
532937,41590590,100,6,1,1743,726,0,65,1
532298,41590590,100,2,1,2064,746,0,29,1
539112,41590590,100,2,1,2003,672,0,29,1
345629,41590587,110,7,0.046396934,546,1029,81,61,0.046396934
80513,41590570,110,2,0,4713,1756,16,9,0
66016,41590540,110,3,0,739,2409,248,63,0
66167,41590540,110,3,0,755,2417,0,63,0
533201,41590530,110,1,0,778,1972,0,8,0
29940,41590259,150,1,0,13026,2806,0,15,1
535900,41590515,130,3,1,3918,6149,0,9,1
434726,41590588,110,5,1,1687,2431,0,301,1
56320,41590587,110,1,1,1815,2409,0,9,1
433726,41590520,110,3,0.126828003,1558,2243,0,71,0.126828003
348105,41590587,110,4,1,1583,2144,0,51,1
348253,41590587,110,3,1,1262,1927,0,53,1
360292,41590530,110,1,0,605,2065,0,8,0
31540,41590570,110,0,0,1873,1653,2,0,0
30732,41590570,110,0,0,2250,1565,0,0,0
345646,41590587,110,3,0,281,896,0,35,0
433500,41590253,110,3,0,5042,750,0,65,0
434678,41590586,110,3,1,1402,1145,0,579,1
511036,41590588,110,4,1,2112,2697,0,291,1
537921,41590590,110,1,1,2129,2221,0,10,1
511025,41590590,110,1,1,2206,2295,0,10,1
433519,41590587,100,1,1,2175,2509,0,6,1
435131,41590585,110,5,1,1115,1435,118,45,1
31651,41590585,100,4,1,2179,980,0,68,1
348438,41590587,110,7,1,899,1508,0,63,1
433510,41590253,110,7,0,4787,1073,162,66,0
360294,41590530,110,3,0,256,1805,134,15,0
30997,41590530,110,1,0,827,1803,0,8,0
433559,41590540,110,4,0,1764,2492,0,59,0
360281,41590530,110,1,0,644,2110,0,8,0
20725,41590530,110,1,0,1009,1482,0,19,0
435133,41590530,110,3,0,790,1636,0,37,0
532308,41590530,110,3,0,944,1534,0,37,0
537912,41590590,110,3,1,1996,1892,0,199,1
236890,41590253,110,3,0,6270,656,0,148,0.428432824
532929,41590588,110,6,1,1489,1911,3403,282,1
37029,41590585,110,3,1,1353,1515,0,607,1
511086,41590588,110,5,1,1409,1854,0,96,1
511087,41590588,110,4,1,1323,1814,0,86,1
538962,41590530,110,3,0,911,1548,0,37,0
30480,41590320,110,0,0,8019,1992,106,0,0
345576,41590587,110,2,0,349,894,0,22,0
20579,41590530,110,2,0,998,1487,0,27,0
360599,41590550,100,0,0,1515,2991,0,0,0
30706,41590350,200,0,0,19232,8449,32,0,0
534975,41590515,130,2,1,3334,6620,1574,12,1
433903,41590587,100,4,1,2539,2324,0,25,1
435200,41590585,110,5,1,1007,1253,0,37,1
435201,41590585,110,6,1,956,1240,0,49,1
435163,41590588,110,2,1,909,1559,0,7,1
532892,41590588,110,7,1,1687,2319,0,328,1
434788,41590588,110,3,1,623,1939,0,178,1
434792,41590588,110,2,1,1000,2041,0,11,1
31681,41590586,110,2,1,1708,1398,0,569,1
433567,41590587,100,3,1,1823,2329,0,23,1
31451,41590560,110,0,0,3211,2328,2,0,0
348541,41590560,110,0,0,3482,2067,0,0,0
433822,41590253,110,7,0,6266,806,0,204,0
532652,41590587,110,1,0,896,1286,0,19,0
433485,41590520,110,2,0,1138,2776,0,41,0
238339,41590253,110,8,0,6126,825,0,90,0
538970,41590587,110,0,0,886,1541,0,0,0
435202,41590585,110,6,1,922,1234,0,49,1
435203,41590585,110,6,1,885,1224,0,49,1
435204,41590587,110,4,1,500,1186,67,46,1
532583,41590600,100,2,0.945836597,1033,2559,0,12,0.945836597
262546,41590586,100,1,1,1763,1791,0,324,1
433568,41590585,100,4,1,2125,1866,142,245,1
326538,41590585,100,4,1,2192,1344,0,90,1
348116,41590585,100,6,1,2058,1524,0,267,1
348119,41590585,100,5,1,2182,1631,0,264,1
435438,41590590,100,3,1,1751,1543,0,201,1
72022,41590586,100,1,1,1521,1993,0,324,1
435813,41370540,110,0,0,1421,1940,0,3,0
433670,41590540,110,3,0,960,2467,88,62,0
30711,41590520,100,0,0,2341,3737,0,0,0
31502,41590550,100,0,0,2388,3173,0,0,0
187,41590370,180,0,0,18278,6054,13,0,0
3574,41590370,180,0,0,20406,6929,90,0,0
31459,41590560,110,0,0,2932,2806,61,0,0
353149,41590259,150,1,0,12907,2940,0,10,1
511271,41590259,150,2,0,13049,2782,0,10,1
503784,41590588,110,2,1,1365,2201,0,13,1
536883,41590588,110,2,1,2001,2837,0,104,1
511031,41590588,110,1,1,2097,2906,0,101,1
31158,41590400,150,0,0,12425,2310,152,0,0
31466,41590560,110,0,0,3361,2171,0,0,0
29892,41590256,200,0,0,23469,7426,0,0,0
536887,41590588,110,4,1,1964,2438,0,207,1
348635,41590587,110,6,1,583,1160,0,51,1
532584,41590588,110,3,1,1557,2323,0,199,1
434705,41590586,110,2,1,1970,1495,0,283,1
511102,41590588,110,1,1,2380,3073,0,101,1
434429,41590586,110,2,1,2146,1448,55,324,1
434691,41590600,100,2,1,710,2068,0,10,1
72106,41590586,100,2,1,1827,1673,0,324,1
71810,41590586,100,1,1,1624,1890,0,324,1
537069,41590600,100,1,1,1426,2403,0,10,1
537066,41590600,100,1,1,1382,2485,0,10,1
532582,41590600,100,3,1,1376,2848,0,17,1
537065,41590600,100,2,1,1434,2472,0,16,1
5031,41590259,150,0,0,9686,4103,416,0,0
29793,41590256,220,0,0,27307,11056,206,0,0
348740,41590570,110,0,0,2083,3129,43,0,0
2890,41590320,110,0,0,8963,1589,85,0,0
30729,41590370,190,0,0,21734,4622,9,0,0
519194,41590588,110,1,1,667,2139,0,100,1
71617,41590586,110,2,1,1811,1348,4807,283,1
578,41590540,110,5,0,1590,2465,0,80,1
536843,41590515,130,2,1,3448,6479,0,12,1
536123,41590610,110,1,1,2601,3845,0,60,1
536121,41590610,110,1,1,2593,3779,0,60,1
436311,41590600,110,1,1,2275,3719,0,69,1
68121,41590587,110,4,1,1637,2156,0,51,1
31281,41590600,110,0,0,1217,2055,3,3,0
29741,41590253,110,0,0,5269,153,0,0,0
30269,41590520,100,0,0,2279,3788,3176,0,0
537915,41590590,110,3,1,1950,1998,0,89,1
433907,41590520,110,2,0,1310,2917,0,41,1
57227,41590587,110,3,1,1680,2264,0,50,1
536974,41590590,110,5,1,1469,1560,0,208,1
348429,41590587,110,5,1,854,1536,4076,54,1
434964,41590585,110,6,1,1382,1611,0,632,1
503786,41590586,110,2,1,1908,1439,0,283,1
433902,41590590,100,2,0.996320211,2367,581,0,40,0.996320211
29949,41590587,100,1,1,2363,2244,0,6,1
29791,41590585,100,4,1,2175,913,0,76,1
433803,41590585,100,2,1,1933,2169,185,10,1
435229,41590530,110,2,0,872,1585,0,29,0
545876,41590587,110,2,0,819,1233,0,29,0
56458,41590587,110,2,0,288,860,0,22,0
241523,41590253,110,4,0,4527,907,26,72,0
29901,41590256,220,0,0,26392,10615,0,0,0
532902,41590585,110,5,1,933,1193,0,37,1
435230,41590585,110,5,1,874,1178,0,37,1
434723,41590588,110,3,1,647,1901,0,178,1
503785,41590588,110,4,1,1902,2569,0,291,1
434727,41590586,110,3,0.855271921,1271,1029,0,579,0.855271921
31677,41590586,110,2,1,1545,1286,0,569,1
353878,41590253,110,4,0,5528,318,0,23,0.957208959
433807,41590585,100,2,1,2215,1746,0,243,1
537927,41590590,100,4,1,1284,689,1101,117,1
345616,41590585,100,4,1,2302,1389,0,90,1
433581,41590520,110,3,0,801,2471,104,63,0
501832,41590253,110,4,0,4970,853,0,85,0
29728,41590253,110,0,0,5237,302,0,0,0
436265,41590330,180,0,0,15167,4712,0,0,0
435399,41590590,100,5,1,1523,1471,0,208,1
435837,41590600,110,0,0,1813,1895,0,1,1
433505,41590540,110,4,0,1277,2837,0,68,1
433860,41590253,110,8,0,5988,734,316,159,0.068046009
533792,41590590,100,4,1,1412,828,0,36,1
433810,41590590,100,2,0.289499012,1820,1365,0,139,0.289499012
326177,41590585,100,4,1,2382,1505,0,261,1
348273,41590585,100,5,1,2061,1897,0,498,1
435431,41590585,100,4,1,1847,2112,106,185,1
435433,41590590,100,3,1,1669,1460,0,201,1
434631,41590600,100,2,1,1787,3313,0,109,1
30085,41590587,100,3,1,2346,2424,0,23,1
511073,41590588,110,5,1,1430,1807,0,96,1
433943,41590520,100,4,0,1846,2862,0,28,0.000106678
433732,41590585,100,4,1,1936,2126,137,24,1
503473,41590560,110,3,0,4058,1254,0,48,0
433904,41590253,110,5,0,4381,1237,0,26,0
433663,41590520,110,3,0,327,1987,32,29,0
345669,41590587,110,2,1,1513,2199,0,41,1
433739,41590585,110,3,1,1743,2210,0,23,1
434204,41590253,110,3,0,6430,837,279,130,0.587890761
433774,41590585,100,4,1,1926,2117,170,24,1
345614,41590585,100,4,1,1886,1067,3387,67,1
434666,41590600,100,7,1,1069,2631,0,168,1
532633,41590600,100,2,1,968,2421,0,19,1
532634,41590600,100,2,1,859,2373,0,19,1
434442,41590586,100,1,1,2000,1658,0,324,1
510919,41590253,110,1,0,5528,251,0,69,0
29589,41590253,110,3,0,6058,474,0,148,0
435443,41590530,110,1,0,544,2132,0,8,0
433924,41590253,110,7,0,5920,678,373,90,0.999909507
435350,41590590,110,3,1,1734,1625,0,201,1
435442,41590540,110,1,0,1049,1976,0,30,1
537070,41590600,100,1,1,1383,2416,0,10,1
434694,41590588,110,4,1,1994,2709,0,291,1
532322,41590600,100,2,1,557,1143,0,45,1
434905,41590585,100,2,1,1979,1935,0,12,1
107026,41590587,100,3,1,1896,2284,0,23,1
433759,41590585,100,2,1,2083,1952,62,10,1
107035,41590585,100,3,1,1835,996,0,58,1
433761,41590585,100,3,1,1858,2273,110,23,1
545869,41590262,140,4,1,11770,4842,0,36,1
433762,41590585,100,5,1,1962,2038,0,198,1
537928,41590590,100,4,1,1283,486,0,117,1
538977,41590587,110,2,0,810,1468,0,25,0
63320,41590540,110,4,0,1126,2551,0,68,0
434966,41590585,110,4,1,1187,1559,71,35,1
536115,41590253,110,0,0,5017,401,0,0,0
530787,41590259,150,1,0,13043,2802,0,10,1
503903,41590585,110,4,1,1440,1638,0,608,1
348107,41590585,100,6,1,2139,1785,0,265,1
435282,41590590,100,4,1,1477,1242,0,206,1
348113,41590585,100,4,1,1972,1970,0,179,1
348110,41590585,100,4,1,1850,1347,0,38,1
435071,41590585,110,5,1,1140,1475,112,45,1
533518,41590590,100,3,1,847,971,0,89,1
435410,41590585,100,4,1,2118,1725,0,195,1
349679,41590520,110,4,0,1574,2993,0,60,0.995893889
348250,41590585,100,5,1,2122,1825,0,196,1
533509,41590590,100,4,1,670,923,0,182,1
435457,41590590,100,3,1,767,940,0,89,1
435459,41590585,100,3,1,2028,1666,0,21,1
433436,41590253,110,7,0,6297,946,365,135,0
537044,41590253,110,3,0,5205,669,0,65,0
349674,41590520,110,3,0,1349,2993,0,47,0.972846336
435302,41590587,110,6,1,1484,2010,0,75,1
434892,41590585,100,2,1,2056,1903,0,12,1
532647,41590600,100,2,0.839866136,1787,2534,0,16,0.839866136
532648,41590600,100,3,0.843258055,1730,2742,0,17,0.843258055
348512,41590586,100,2,1,1759,1732,0,324,1
546049,41590600,100,4,1,1357,2628,0,28,1
532589,41590600,100,1,1,1337,2498,0,10,1
434446,41590600,100,3,0.279623346,1211,2739,0,18,0.279623346
510995,41590600,100,3,0.01862662,1132,2677,0,18,0.01862662
532590,41590600,100,4,0.988597892,1303,2808,0,28,0.988597892
433679,41590585,100,2,1,2228,1769,107,243,1
349687,41590520,110,4,0,1504,2965,0,60,1
532924,41590520,110,5,0,1425,2950,0,76,1
532289,41590253,110,3,0,5083,693,0,65,0
433498,41590520,110,4,0,1097,2751,28,69,0
536111,41590253,110,0,0,5176,240,0,0,0
236192,41590253,110,0,0,5203,408,0,0,0
433720,41590520,110,0,0,662,2112,4,0,0
29913,41590259,150,2,0,12779,3133,0,17,1
349663,41590520,110,2,0,1449,3090,0,31,0.925416216
433851,41590570,110,5,0.002701632,3875,2451,36,10,0.002701632
249334,41590253,120,3,0,5553,469,0,16,1
349671,41590520,110,3,0,1265,2896,0,47,0.947297361
353879,41590253,110,4,0,5482,266,0,23,1
537931,41590590,100,4,1,1081,690,0,117,1
510876,41590590,100,3,1,1037,989,0,102,1
510873,41590590,100,2,1,948,887,0,98,1
538870,41590590,100,4,1,1112,732,0,117,1
71748,41590560,110,2,0,3921,1382,0,26,0
71986,41590560,110,2,0,3944,1370,0,26,0
434201,41590560,110,2,0,4110,1208,0,32,0
433885,41590253,110,4,0,4900,689,0,70,0
349672,41590520,110,4,0,1566,3043,0,60,0.986128915
435522,41590585,110,5,1,1374,1797,83,47,1
434968,41590585,110,4,1,1061,1500,0,35,1
434969,41590585,110,4,1,1691,1710,0,601,1
434066,41590253,110,2,0,6678,1089,137,130,0.969836263
538035,41590520,100,5,1.41E-05,2232,2718,12,39,1.41E-05
503205,41590585,100,2,1,1985,2128,151,10,1
538872,41590590,100,3,1,1148,779,0,99,1
533806,41590590,100,3,1,1189,832,0,99,1
539122,41590585,100,3,1,1644,1238,0,29,1
435286,41590585,100,6,1,2079,1851,0,257,1
25519,41590253,110,3,0,6185,581,0,148,0
433899,41590253,110,4,0,4271,1192,149,47,0
345670,41590587,110,4,1,1638,2195,0,51,1
349670,41590520,110,2,0,1415,3062,0,31,1
347680,41590540,110,7,0,1418,2458,0,111,1
281418,41590540,110,5,0,1526,2598,0,73,1
435287,41590585,100,4,1,1889,2076,98,185,1
348109,41590585,100,5,1,2267,1643,0,264,1
533163,41590590,100,5,1,731,846,0,219,1
537906,41590590,100,2,1,1087,1038,0,9,1
536981,41590590,100,4,1,1145,1102,0,24,1
435400,41590585,100,3,1,1944,1633,0,21,1
434884,41590585,100,4,1,2083,1929,0,497,1
348416,41590586,100,2,1,1791,1697,0,324,1
435134,41590585,100,1,1,1977,1883,0,3,1
435164,41590588,100,3,1,575,1408,0,118,1
434790,41590588,100,2,1,461,1882,0,177,1
510894,41590253,110,5,0,4465,1603,476,30,0
277789,41590570,110,2,0,1220,1164,0,25,0
62632,41590540,110,4,0,1438,2790,0,60,1
348422,41590587,110,6,1,926,1547,0,59,1
6387,41590520,110,3,0,1398,3050,0,47,0.165820651
360400,41590540,110,5,0,1423,2886,0,76,1
434351,41590586,100,2,0.827349343,1630,2028,0,334,0.172650622
56353,41590585,100,2,1,2357,1418,0,78,1
433832,41590587,100,4,0.918527408,2549,2468,0,25,0.918527408
30083,41590587,100,3,1,2443,2250,0,23,1
537925,41590590,100,5,1,1553,486,0,141,1
433790,41590590,100,6,1,1313,1075,0,242,1
249628,41590253,110,3,0,5069,885,0,65,0
433448,41590253,110,6,0,5208,450,0,81,0.010841455
434128,41590560,110,2,0,3973,1329,0,26,0
349677,41590520,110,3,0,1331,2980,0,47,0.000283406
335998,41590585,100,3,1,2265,1328,0,81,1
537077,41590585,100,2,0.858540541,1261,1186,0,20,0.141459432
539117,41590590,100,2,1,1077,764,0,46,1
433716,41590590,100,3,1,959,757,0,89,1
433717,41590585,100,4,1,1929,2040,108,185,1
433789,41590590,100,4,1,1281,929,0,111,1
348246,41590585,100,5,1,1941,1985,0,498,1
435277,41590590,100,3,1,1819,1564,0,201,1
435278,41590585,100,4,1,1798,2173,73,24,1
435102,41590588,100,4,1,663,1440,0,121,1
348414,41590586,100,2,1,1835,1652,0,324,1
29623,41590253,110,2,0,4213,1072,0,29,0
29311,41590253,110,2,0,4372,906,0,29,0
511314,41590259,140,1,0,12884,2904,151,13,0
31457,41590560,110,2,0,3332,2630,92,9,0
360561,41590540,110,4,0,1235,2721,0,68,0
63526,41590540,110,5,0,1511,2774,0,68,1
433551,41590587,100,1,1,2053,2562,0,6,1
53577,41590587,100,1,1,1911,2410,0,9,1
433900,41590520,110,2,0,1547,3171,6,31,0.006294072
532920,41590585,110,5,0.905999585,1105,1173,0,311,0.905999585
539211,41590600,100,3,1,1614,2708,0,17,1
539213,41590600,100,2,1,1661,2763,0,7,1
539214,41590600,100,2,1,1640,2843,0,7,1
532320,41590600,100,2,0.928005755,1966,2269,0,16,0.928005755
238831,41590253,110,7,0,6063,762,0,90,0
3794,41590540,110,4,0,1371,2763,0,60,1
345668,41590585,100,4,1,1753,1171,0,67,1
348239,41590587,110,2,1,1248,1933,0,41,1
533517,41590590,110,3,1,1944,2095,0,89,1
346848,41590540,110,4,0,1667,2604,0,67,1
539212,41590600,100,3,1,1675,2681,0,17,1
433758,41590253,110,2,0,5143,1039,0,40,0
433887,41590590,100,2,1,2128,646,0,40,1
30082,41590587,100,3,1,2424,2352,0,23,1
6075,41590587,100,2,1,1953,2249,0,10,1
53997,41590585,100,4,1,1980,1007,0,67,1
67116,41590585,110,2,1,1367,1312,0,296,1
30461,41590520,110,2,0,695,2335,529,38,0
354041,41590253,110,5,0,4272,1449,0,30,0
29745,41590253,110,6,0,4363,1357,0,35,0
433526,41590520,110,3,0,1009,2655,140,63,0
434809,41590570,110,2,0,1730,1148,14,15,0
433525,41590587,110,3,0.9551502,2030,2733,0,22,0.9551502
433535,41590520,110,3,0.014941848,1953,2638,13,22,0.014941848
434810,41590585,110,4,1,1656,2071,92,24,1
435074,41590585,110,6,1,1078,1466,52,49,1
533808,41590590,90,6,1,1465,186,0,182,1
532896,41590590,90,4,1,1385,228,0,157,1
433461,41590520,110,4,0,1364,2988,0,68,0.135216475
435058,41590587,110,4,0.98119683,360,1043,126,46,0.98119683
11748,41590587,100,3,1,2385,2304,0,23,1
73045,41590585,110,2,1,1436,1359,0,296,1
435196,41590585,110,6,1,1091,1396,43,49,1
434663,41590586,110,2,1,1994,1458,0,324,1
71357,41590586,100,2,1,1710,1777,3075,324,1
433746,41590570,110,1,0,1695,1377,0,14,0
345672,41590587,110,3,1,1577,2196,0,50,1
532655,41590600,100,4,1,335,1872,0,121,1
282622,41590586,100,1,1,1815,1758,0,324,1
503782,41590600,100,3,1,609,2144,0,119,1
40571,41590585,100,3,1,2338,1305,0,81,1
345673,41590585,100,5,1,2273,1542,0,264,1
433859,41590585,90,1,0.995048372,2429,346,0,18,0.995048372
510878,41590585,90,4,1,2135,686,0,76,1
505520,41590550,90,1,0,1060,2827,4,115,0.115127558
434021,41463550,90,1,0,2204,1786,0,9,0.550835704
433949,41590585,90,7,0.978629494,2478,1062,0,320,0.978629494
434187,41590550,90,1,0.000921426,2542,1580,0,6,0.000921426
434471,41590610,110,1,1,2866,3882,0,205,1
434472,41590600,100,2,0.946295276,1631,2998,0,7,0.946295276
535683,41590570,110,2,0,2270,746,0,14,0
348276,41590587,110,4,1,1217,1821,0,65,1
434251,41590550,90,2,0,1571,2349,0,70,0.01896673
532287,41590590,90,4,0.992044451,2007,238,0,59,0.992044451
538001,41590259,150,1,0,14128,2769,0,11,1
532654,41590588,110,7,0.213061611,1512,2821,4,323,0.213061611
503788,41590586,110,2,1,1492,944,0,283,1
434753,41590610,110,2,1,2712,3506,56,279,1
434754,41590586,110,2,1,1779,1212,0,283,1
434755,41590586,110,2,1,1667,1103,0,283,1
64607,41590540,110,3,0,1688,2564,0,46,1
503780,41590600,100,6,1,853,2397,0,162,1
433560,41590520,110,4,0,938,2593,247,84,0
536133,41590610,110,1,1,2757,3860,0,60,1
348106,41590587,110,3,1,1523,2146,0,50,1
347725,41590540,110,2,0,1264,2112,0,43,1
537619,41590530,110,2,0.992629872,273,1387,0,7,0.992629872
433713,41590590,100,2,1,1675,1390,2519,139,1
545823,41590590,90,2,1,1144,1036,0,61,1
434087,41590253,110,0,0,6695,1106,175,0,0.866846984
434266,41590550,90,2,0,1841,2154,70,37,0.002006733
501750,41590590,90,2,1,1489,538,0,46,1
345583,41590520,110,2,0,161,1816,48,7,0
31593,41590570,110,1,0,1018,863,0,11,0
30844,41590520,110,2,0,950,2526,0,38,0
347041,41590540,110,2,0,813,2356,0,38,0
433826,41590253,110,7,0,4253,1327,206,57,0
1809,41590253,110,0,0,8347,2328,589,0,0
433593,41590587,110,4,1,1743,2268,0,51,1
533473,41590540,110,4,0.021486235,1682,2443,0,59,0.021486235
347119,41590540,110,2,0.020525086,1352,2152,0,43,0.9835365
433821,41590253,110,8,0,5920,636,703,159,0.89825925
64905,41590540,110,4,0,1515,2526,0,67,1
51951,41590587,110,3,0.995219658,1650,2263,0,50,0.995219658
537920,41590590,110,1,1,2108,2140,0,10,1
536870,41590588,110,1,1,869,2026,0,1,1
510923,41590253,110,5,0,5406,120,0,33,1
348293,41590587,110,6,1,1091,1634,0,76,1
434443,41590610,110,2,1,2727,3700,60,279,1
500704,41590253,110,9,0,4710,890,670,100,0
510884,41590253,110,7,0,4825,1308,303,70,0
433521,41590520,110,4,0,1146,2809,0,68,0.598108268
348230,41590587,110,2,1,1254,1938,0,41,1
538969,41590587,110,6,0.190853045,1003,1661,30,89,0.154782007
348244,41590587,110,4,1,1307,1927,0,65,1
435166,41590588,110,3,1,1013,1676,0,11,1
53164,41590587,100,1,1,2032,2186,0,9,1
539121,41590590,100,3,1,929,893,0,89,1
539120,41590590,100,3,1,907,996,0,89,1
539115,41590590,100,2,1,990,1001,0,46,1
29474,41590530,110,3,0,666,1782,0,37,0
248981,41590253,110,7,0,4668,1149,0,49,0
435514,41590530,110,1,0,458,1916,133,8,0
435513,41590585,110,12,1,1286,1600,21,694,1
69122,41590585,100,3,1,1935,1527,0,21,1
344058,41590585,100,5,1,2024,1901,0,498,1
435343,41590585,100,5,1,2084,1615,0,264,1
344060,41590585,100,6,1,1934,1992,2112,499,1
435476,41590585,100,3,1,1946,1702,0,21,1
537068,41590600,100,1,1,1479,2385,0,10,1
360591,41590550,90,1,0,1739,2206,0,28,0.03360045
539116,41590590,90,2,1,1109,816,0,46,1
532936,41590585,90,4,0.909910072,1802,561,0,76,0.087217709
29981,41590259,150,2,0,12544,3408,0,17,1
434842,41590262,140,5,0,11547,4512,188,36,1
53173,41590259,150,3,0,12332,3544,0,90,1
536856,41590262,140,3,0.853163327,10829,3575,0,20,0.853163327
434687,41590588,110,3,1,2167,2846,0,105,1
435483,41590262,140,2,1,11001,3595,0,16,1
