blk_cd,admi_cd,dist_sl,bstop_cnt,tackji_ratio,dist_subway,dist_highway,blk_pop,od_cnt,tackji_ratio2
434932,41590588,100,2,1,725,1232,0,41,1
434946,41590588,100,2,1,914,1383,0,7,1
532903,41590600,100,3,1,445,1648,0,53,1
434921,41590585,100,4,1,1996,1999,3645,497,1
434362,41590586,110,2,1,1765,1165,0,283,1
348186,41590585,100,5,1,1981,1952,0,498,1
349662,41590520,110,1,0,1374,2986,0,25,1
435190,41590588,110,3,1,1167,1714,0,11,1
336909,41590585,110,1,1,1657,1519,0,286,1
536969,41590588,110,5,1,2080,2551,0,308,1
434924,41590588,100,2,1,649,1150,0,41,1
539217,41590600,100,2,1,598,1170,0,45,1
539216,41590600,100,1,1,624,1187,0,43,1
434916,41590588,100,2,1,593,1118,0,130,1
503899,41590600,100,2,1,662,1417,54,45,1
434344,41590586,110,3,1,1335,1082,0,579,1
434650,41590588,110,4,1,1938,2640,0,291,1
519341,41590253,110,3,0,4369,947,0,48,0
511056,41590588,110,4,1,2130,2763,0,291,1
435103,41590588,110,3,1,1115,1627,0,11,1
435341,41590530,110,3,0,308,1938,10,15,0
348515,41590586,110,2,1,1791,1268,0,283,1
348516,41590586,110,2,1,1452,959,0,283,1
434706,41590586,110,2,1,1605,1099,0,283,1
434463,41590610,110,2,1,2850,3733,0,279,1
511095,41590588,110,2,1,1487,2461,0,13,1
539135,41590600,110,1,1,2330,3797,0,69,1
56263,41590587,100,2,1,1896,2333,0,22,1
55388,41590585,100,3,1,2172,1258,0,81,1
533166,41590253,110,8,0,5770,572,16,28,0.393468673
433675,41590585,100,2,1,2112,1970,34,10,1
30844,41590520,110,2,0,950,2526,0,38,0
433676,41590590,100,3,0.909430821,1734,1244,0,144,0.909430821
435366,41590590,110,4,1,1820,1797,0,203,1
536143,41590610,110,3,1,3130,3592,0,247,1
56262,41590585,100,5,1,2063,1168,0,136,1
533757,41590590,100,4,1,926,670,0,182,1
433780,41590590,100,4,1,920,656,0,157,1
433781,41590585,100,4,1,1926,2025,101,185,1
536979,41590590,100,6,1,1258,1453,0,212,1
435091,41590585,100,1,1,1991,1913,0,3,1
434891,41590587,110,2,1,935,1619,148,24,1
435232,41590585,110,2,1,1329,1329,0,296,1
344064,41590587,110,6,1,553,1195,0,51,1
537924,41590590,110,2,1,2018,2166,0,27,1
62777,41590530,110,1,0,710,1810,0,8,0
435129,41590588,100,2,1,848,1525,0,7,1
434872,41590585,100,4,1,2050,1945,1981,497,1
434991,41590588,100,3,1,826,1409,0,44,1
434487,41590600,100,4,1,1638,3170,0,116,1
436039,41590610,110,2,1,3488,3870,0,187,1
434533,41590600,110,1,1,2015,3505,0,69,1
535911,41590515,130,3,1,4020,6056,1631,9,1
536134,41590610,110,1,1,2757,3909,0,60,1
436038,41590610,110,3,1,3370,3691,109,215,1
56431,41590585,100,4,1,2317,1494,0,261,1
348288,41590585,110,4,1,1547,1741,0,599,1
181852,41590585,110,3,1,1519,1368,0,579,1
434858,41590590,100,3,1,575,1018,0,82,1
31597,41590570,110,2,0,1080,796,0,25,0
435053,41590530,110,2,0,1009,1446,0,29,0
435344,41590570,110,2,0,1174,1140,0,25,0
329785,41590253,110,6,0,4401,1276,0,35,0
435072,41590588,100,3,1,585,1353,0,118,1
436028,41590610,110,6,1,3424,3148,69,276,1
434522,41590586,110,1,1,2167,1451,106,324,1
345671,41590585,100,5,1,1948,1364,3673,107,1
72729,41590585,110,2,1,1688,1578,0,597,1
345674,41590585,100,6,1,2152,1505,0,267,1
435021,41590585,100,3,1,1959,1913,0,323,1
435061,41590585,100,1,1,1978,1968,0,3,1
434646,41590588,110,3,1,560,1851,0,178,1
53655,41590587,110,1,1,1866,2460,0,9,1
435062,41590588,100,2,1,873,1462,2373,7,1
435063,41590588,100,3,1,763,1429,0,44,1
434843,41590585,100,5,1,1962,2008,0,498,1
532307,41590600,100,2,1,420,1298,0,45,1
20724,41590585,110,2,1,1623,1611,0,597,1
282660,41590585,110,2,1,1670,1641,0,597,1
434737,41590588,100,2,1,531,1971,0,177,1
434844,41590585,100,3,1,1973,1804,0,21,1
31666,41590587,100,1,1,2007,2335,0,9,1
434981,41590600,100,3,1,390,1221,0,157,1
435339,41590262,140,4,1,11133,4613,0,29,1
434985,41590588,100,3,1,655,1292,4674,118,1
434987,41590588,100,3,1,728,1345,0,44,1
433499,41590587,100,2,1,2196,2560,0,15,1
511041,41590588,110,1,1,2186,2998,0,101,1
434354,41590586,110,1,1,1293,841,18,283,1
436388,41590610,110,1,1,2667,3736,0,60,1
537078,41590600,100,1,1,1349,2426,0,10,1
345667,41590587,110,2,1,1486,2161,0,43,1
434640,41590588,110,1,1,812,1883,0,1,1
31675,41590586,110,2,1,1648,1383,0,569,1
435029,41590585,110,6,1,996,1315,1181,49,1
532297,41590590,100,4,1,1893,1097,0,42,1
27254,41590587,100,2,1,2304,2379,0,15,1
31656,41590585,100,3,1,2201,1038,0,50,1
433587,41590585,100,3,1,2002,2031,92,11,1
345554,41590585,100,4,1,1787,1054,0,67,1
433588,41590585,100,2,1,2238,1712,0,243,1
435084,41590588,100,2,1,352,1638,0,114,1
511096,41590588,110,2,1,1540,2478,0,13,1
434792,41590588,110,2,1,1000,2041,0,11,1
31681,41590586,110,2,1,1708,1398,0,569,1
433567,41590587,100,3,1,1823,2329,0,23,1
72022,41590586,100,1,1,1521,1993,0,324,1
345577,41590587,110,4,0.068415477,411,1073,0,46,0.068415477
348635,41590587,110,6,1,583,1160,0,51,1
532584,41590588,110,3,1,1557,2323,0,199,1
510982,41590253,110,4,0,5473,308,0,23,0.730936474
434705,41590586,110,2,1,1970,1495,0,283,1
511102,41590588,110,1,1,2380,3073,0,101,1
435520,41590590,110,4,1,1636,1723,0,203,1
360582,41590540,110,4,0,1413,2714,0,60,1
348237,41590587,110,3,1,1330,1973,0,53,1
434429,41590586,110,2,1,2146,1448,55,324,1
434691,41590600,100,2,1,710,2068,0,10,1
537065,41590600,100,2,1,1434,2472,0,16,1
243742,41590253,110,3,0,5110,818,0,65,0
29791,41590585,100,4,1,2175,913,0,76,1
532633,41590600,100,2,1,968,2421,0,19,1
532634,41590600,100,2,1,859,2373,0,19,1
434442,41590586,100,1,1,2000,1658,0,324,1
532322,41590600,100,2,1,557,1143,0,45,1
434905,41590585,100,2,1,1979,1935,0,12,1
107026,41590587,100,3,1,1896,2284,0,23,1
433762,41590585,100,5,1,1962,2038,0,198,1
537928,41590590,100,4,1,1283,486,0,117,1
434966,41590585,110,4,1,1187,1559,71,35,1
435410,41590585,100,4,1,2118,1725,0,195,1
348250,41590585,100,5,1,2122,1825,0,196,1
533509,41590590,100,4,1,670,923,0,182,1
435277,41590590,100,3,1,1819,1564,0,201,1
435278,41590585,100,4,1,1798,2173,73,24,1
435102,41590588,100,4,1,663,1440,0,121,1
348414,41590586,100,2,1,1835,1652,0,324,1
539211,41590600,100,3,1,1614,2708,0,17,1
539213,41590600,100,2,1,1661,2763,0,7,1
433632,41590540,110,3,0,1029,2507,0,62,0
433512,41590520,110,3,0,1029,2667,64,63,0
433886,41590253,110,6,0,4518,1202,0,35,0
539214,41590600,100,2,1,1640,2843,0,7,1
532320,41590600,100,2,0.928005755,1966,2269,0,16,0.928005755
536870,41590588,110,1,1,869,2026,0,1,1
348293,41590587,110,6,1,1091,1634,0,76,1
434443,41590610,110,2,1,2727,3700,60,279,1
348230,41590587,110,2,1,1254,1938,0,41,1
348244,41590587,110,4,1,1307,1927,0,65,1
435166,41590588,110,3,1,1013,1676,0,11,1
539121,41590590,100,3,1,929,893,0,89,1
539120,41590590,100,3,1,907,996,0,89,1
539115,41590590,100,2,1,990,1001,0,46,1
435513,41590585,110,12,1,1286,1600,21,694,1
69122,41590585,100,3,1,1935,1527,0,21,1
344058,41590585,100,5,1,2024,1901,0,498,1
435343,41590585,100,5,1,2084,1615,0,264,1
344060,41590585,100,6,1,1934,1992,2112,499,1
31621,41590570,110,1,0,2518,354,46,14,0
433504,41590520,110,2,0,943,2541,77,38,0
435476,41590585,100,3,1,1946,1702,0,21,1
537068,41590600,100,1,1,1479,2385,0,10,1
539116,41590590,90,2,1,1109,816,0,46,1
434687,41590588,110,3,1,2167,2846,0,105,1
435483,41590262,140,2,1,11001,3595,0,16,1
511075,41590588,110,5,1,2011,2526,0,308,1
348128,41590587,110,2,1,1339,2025,0,41,1
435292,41590590,110,4,1,1821,1705,0,211,1
69715,41590587,110,3,1,1363,2034,0,54,1
435424,41590590,110,4,1,1724,1762,0,203,1
435425,41590590,110,3,1,1886,1913,0,199,1
433474,41590590,90,2,0.998242649,1552,516,0,61,0.998242649
68134,41590587,110,2,1,1384,2070,0,41,1
249039,41590253,110,5,0,4800,1023,0,66,0
348249,41590587,110,2,1,1262,1947,0,41,1
435041,41590585,110,3,1,1418,1447,0,607,1
435042,41590585,110,3,1,1339,1403,0,607,1
433723,41590587,110,1,1,1925,2597,0,8,1
434877,41590590,110,5,1,1798,1898,0,220,1
37876,41590587,110,7,1,896,1336,0,60,1
348287,41590587,110,4,1,989,1675,0,57,1
434889,41590590,110,3,1,1869,2027,0,89,1
36622,41590585,110,3,1,1491,1592,0,607,1
435360,41590585,100,4,1,2084,1671,0,195,1
434974,41590587,110,4,1,833,1518,0,42,1
534969,41590515,130,3,1,4259,5818,0,8,1
534982,41590515,130,4,1,3838,6180,0,11,1
535904,41590515,130,3,1,3769,6302,0,9,1
36650,41590585,110,3,1,1543,1619,0,607,1
36768,41590587,110,6,1,948,1401,0,50,1
434794,41590588,110,2,1,1108,2101,0,11,1
434804,41590586,110,2,1,1928,1435,0,283,1
36779,41590587,110,6,1,917,1419,0,50,1
348421,41590587,110,5,1,957,1542,0,46,1
434675,41590588,100,2,1,408,1794,0,177,1
504000,41590585,110,6,1,965,1309,0,49,1
435031,41590585,110,6,1,934,1308,0,49,1
545170,41590588,110,5,1,1844,2208,0,217,1
433683,41590590,100,3,0.398021075,1570,1214,0,144,0.398021075
435105,41590588,100,2,1,807,1467,0,7,1
435528,41590590,110,3,1,1831,1648,0,201,1
68324,41590587,110,4,1,1479,2046,0,62,1
503895,41590586,110,2,1,1940,1548,0,324,1
434419,41590586,110,2,1,2050,1368,0,324,1
433528,41590540,110,4,0,1320,2807,0,68,0.942563743
63339,41590540,110,4,0,1654,2765,0,43,1
348122,41590585,100,4,1,1891,1436,0,38,1
37899,41590587,110,6,1,833,1319,0,50,1
434885,41590587,110,2,1,939,1624,51,24,1
349525,41590520,110,1,0,1462,3093,0,6,0.888940692
435374,41590587,110,7,1,1101,1752,0,95,1
434659,41590586,110,1,1,1380,1016,0,283,1
537917,41590590,110,2,1,2007,2040,0,72,1
348277,41590587,110,4,1,1232,1804,0,65,1
348240,41590587,110,2,1,1206,1886,0,43,1
537916,41590590,110,3,1,1935,2043,0,89,1
433709,41590585,110,4,1,1701,2178,25,51,1
434423,41590586,110,2,1,1874,1152,0,324,1
434508,41590600,110,2,1,1850,3332,0,109,1
434078,41590560,110,3,0,4186,1137,17,48,0
29603,41590253,110,5,0,4854,776,0,90,0
503900,41590587,110,3,1,891,1577,0,30,1
511050,41590588,110,5,1,1830,2051,0,279,1
537923,41590590,110,1,1,2066,2150,0,10,1
435022,41590585,110,4,1,1107,1508,108,35,1
511027,41590588,110,5,1,2032,2419,0,217,1
511028,41590588,110,6,1,1581,2080,0,221,1
536138,41590610,110,3,1,3090,3689,0,247,1
536126,41590610,110,1,1,2615,3958,0,60,1
533505,41590253,110,0,0,5021,209,0,17,0
233023,41590253,110,4,0,5898,369,79,148,0
350586,41590253,110,5,0,4937,1002,0,86,0
434867,41590570,110,2,0,1691,896,0,15,0
348271,41590587,110,4,1,1201,1854,0,65,1
435318,41590585,110,6,1,1809,2000,0,499,1
70318,41590587,110,5,1,913,1597,0,54,1
511054,41590588,110,6,1,1705,2003,0,406,1
70373,41590587,110,5,1,1083,1579,0,48,1
435006,41590585,110,6,1,1032,1323,0,49,1
434942,41590587,110,4,1,825,1511,105,42,1
37900,41590587,110,7,1,801,1321,0,63,1
328159,41590587,110,8,1,762,1325,0,75,1
536891,41590588,110,5,1,1889,2290,0,217,1
69770,41590587,110,8,1,730,1331,0,75,1
348245,41590587,110,5,1,1346,1912,0,74,1
184525,41590586,110,2,1,1844,1600,0,569,1
29567,41590253,110,2,0,5630,84,818,69,0
434832,41590585,110,6,1,1453,1903,56,75,1
70051,41590587,110,2,1,954,1640,0,24,1
435326,41590590,110,4,1,1719,1716,0,203,1
434922,41590530,110,3,1,391,1451,0,21,1
435252,41590585,110,6,1,1019,1353,0,49,1
76009,41590570,110,1,0,1953,1061,11,1,0
510885,41590253,110,7,0,5083,1411,0,70,0
511107,41590588,110,4,1,2088,2446,0,214,1
435418,41590585,110,5,1,1427,1847,0,47,1
434811,41590570,110,2,0,1172,1171,0,25,0
532337,41590588,110,8,1,1173,1908,0,228,1
435080,41590585,110,2,1,1699,1619,0,597,1
434919,41590585,110,5,1,1643,1787,0,775,1
70290,41590587,110,6,1,1001,1617,0,74,1
435081,41590587,110,3,0.737033752,637,1201,4,41,0.737033752
534986,41590600,100,2,1,754,2217,0,19,1
354553,41590586,100,1,1,1763,1844,0,324,1
435473,41590570,110,3,0,1749,352,0,30,0
435373,41590530,110,1,0,591,1979,0,8,0
433700,41590590,100,3,0.982450941,1583,1271,0,144,0.982450941
511109,41590588,110,4,1,1976,2360,0,214,1
37601,41590585,110,3,1,1505,1542,0,607,1
532919,41590588,110,5,1,1516,1978,0,279,1
37450,41590585,110,3,1,1452,1513,0,607,1
536875,41590588,110,2,1,783,1569,0,7,1
532291,41590600,100,3,1,1652,2571,8,17,1
539210,41590600,100,3,1,1559,2735,0,17,1
433529,41590587,100,2,1,2111,2631,0,14,1
435243,41590588,100,3,1,490,1736,0,178,1
537067,41590600,100,1,1,1532,2368,0,10,1
537064,41590600,100,2,1,1486,2460,0,16,1
510888,41590590,100,3,1,977,1052,0,102,1
434685,41590610,110,2,0.078857636,3425,4092,0,175,0.078857636
435415,41590570,110,2,0,1780,1048,47,15,0
434191,41590253,110,5,0,6211,694,83,199,0
433586,41590585,100,3,1,1881,2208,130,23,1
31654,41590587,110,2,1,1967,2653,0,14,1
348523,41590560,110,3,0,3915,1415,0,48,0
31505,41590570,110,2,0,1834,1174,38,15,0
31587,41590570,110,1,0,1865,1000,35,1,0
433487,41590253,110,3,0,4924,792,0,65,0
348121,41590585,100,5,1,2005,1926,0,188,1
323882,41590586,100,1,1,1862,1691,0,324,1
536141,41590610,110,3,1,3015,3739,0,247,1
436194,41590610,110,7,1,3539,3524,0,373,1
434674,41590600,100,4,1,352,1866,0,187,1
434490,41590600,100,2,1,1994,3520,0,109,1
503663,41590600,100,3,0.99545531,1062,2618,0,18,0.99545531
503781,41590600,100,3,1,611,2163,0,119,1
537908,41590590,110,1,0.989541577,2198,2070,0,10,0.989541577
348269,41590587,110,4,1,1196,1865,0,65,1
72587,41590587,110,5,1,641,1320,0,46,1
287456,41590585,110,3,1,1795,1728,0,600,1
360589,41590540,110,5,0,1304,2678,0,76,0.185402325
532309,41590588,110,2,1,715,1586,0,81,1
511035,41590588,110,5,1,1527,2066,0,220,1
436181,41590610,110,7,1,3443,2884,0,356,1
435238,41590588,110,2,1,1086,1963,0,11,1
435240,41590588,110,1,1,797,1825,0,1,1
539126,41590600,110,1,1,2087,3588,0,69,1
510998,41590600,100,3,0.016946471,1178,2720,0,18,0.016946471
348614,41590585,110,5,1,1080,1288,0,37,1
348612,41590585,110,3,1,1146,1310,1836,301,1
348607,41590585,110,3,1,1540,1509,0,607,1
536965,41590588,110,3,1,2205,2696,0,288,1
435180,41590585,110,3,1,1368,1256,0,579,1
511070,41590588,110,4,1,1690,2522,0,300,1
433705,41590585,110,4,1,1766,2195,0,24,1
433488,41590253,110,3,0,4917,822,0,65,0
504212,41590585,100,4,1,2045,1768,0,195,1
26466,41590585,100,4,1,2090,1045,0,67,1
30081,41590587,100,2,1,2494,2206,0,17,1
537620,41590530,110,3,0.920344184,490,1261,0,22,0.920344184
348238,41590587,110,5,1,1342,1935,0,74,1
435312,41590585,110,7,1,1527,1959,84,76,1
56726,41590587,110,2,0.997738764,1575,2247,0,43,0.997738764
511014,41590588,110,1,1,2273,3012,0,101,1
348104,41590587,110,2,0.999710128,1445,2131,0,41,0.999710128
433744,41590585,100,4,1,1974,2000,125,185,1
539124,41590590,100,3,1,1327,882,0,18,1
184610,41590586,110,2,1,1763,1494,0,569,1
281454,41590585,110,2,1,1777,1677,0,597,1
536132,41590610,110,1,1,2813,3776,0,60,1
29635,41590253,110,2,0,4505,788,0,29,0
281756,41590253,110,2,0,5042,1029,0,40,0
349691,41590520,110,4,0,1186,2840,0,68,0
433718,41590520,110,3,0,797,2458,48,63,0
535677,41590550,100,2,0,2386,2412,0,8,0
348261,41590585,100,5,1,2090,1878,0,506,1
30078,41590587,100,4,1,2531,2253,0,25,1
435916,41590610,110,1,1,2666,4100,0,60,1
435040,41590600,100,6,1,180,1560,0,267,1
434915,41590600,100,3,1,492,1101,0,82,1
531096,41590610,110,3,1,2902,3740,0,247,1
354555,41590586,100,1,1,1882,1718,0,324,1
434413,41590586,110,2,1,2021,1574,0,324,1
434693,41590600,100,3,1,497,1999,0,21,1
500861,41590600,100,3,1,518,1081,0,173,1
434912,41590590,100,5,1,1064,1429,0,200,1
435066,41590585,110,3,1,1611,1656,0,600,1
510958,41590550,100,2,0,2507,2784,0,17,0
534729,41590550,100,2,0,2331,2345,0,8,0
538036,41590520,100,2,0,2081,2992,0,14,0
510953,41590550,100,3,0,2619,2667,0,19,0
36615,41590585,110,3,1,1431,1555,0,607,1
434207,41590253,110,1,0,6478,859,0,79,1
534977,41590515,130,3,1,4241,5792,0,8,1
434757,41590586,110,1,1,1412,867,0,283,1
72472,41590586,110,2,1,2035,1475,0,324,1
434781,41590610,110,3,0.673927947,2402,3443,0,380,0.673927947
434869,41590590,100,2,1,630,1068,0,45,1
348114,41590587,110,3,1,1389,2070,0,71,1
433940,41590585,90,2,1,2304,660,0,56,1
73057,41590587,110,6,1,495,1132,0,51,1
536959,41590588,110,1,1,2394,2979,0,101,1
348443,41590586,110,2,1,1566,1259,0,569,1
348118,41590587,110,4,1,1529,2093,0,51,1
504109,41590587,110,5,0.02627374,579,1114,2,65,0.371531756
436227,41590600,110,0,0,1929,1992,0,1,0.94220443
436229,41590600,110,0,0,2192,1890,11,1,0.998005949
29644,41590253,110,3,0,5433,211,0,21,1
435177,41590585,110,1,1,1851,1699,0,286,1
510915,41590253,110,2,0,5377,166,0,17,0.953813734
433833,41590253,110,9,0,6085,860,0,28,0.545691369
537912,41590590,110,3,1,1996,1892,0,199,1
532929,41590588,110,6,1,1489,1911,3403,282,1
353149,41590259,150,1,0,12907,2940,0,10,1
511271,41590259,150,2,0,13049,2782,0,10,1
578,41590540,110,5,0,1590,2465,0,80,1
536843,41590515,130,2,1,3448,6479,0,12,1
536123,41590610,110,1,1,2601,3845,0,60,1
433902,41590590,100,2,0.996320211,2367,581,0,40,0.996320211
29949,41590587,100,1,1,2363,2244,0,6,1
434727,41590586,110,3,0.855271921,1271,1029,0,579,0.855271921
435837,41590600,110,0,0,1813,1895,0,1,1
360052,41590310,110,2,0,6609,1073,63,16,0
546049,41590600,100,4,1,1357,2628,0,28,1
349671,41590520,110,3,0,1265,2896,0,47,0.947297361
353879,41590253,110,4,0,5482,266,0,23,1
349672,41590520,110,4,0,1566,3043,0,60,0.986128915
533806,41590590,100,3,1,1189,832,0,99,1
434066,41590253,110,2,0,6678,1089,137,130,0.969836263
349670,41590520,110,2,0,1415,3062,0,31,1
347680,41590540,110,7,0,1418,2458,0,111,1
281418,41590540,110,5,0,1526,2598,0,73,1
360400,41590540,110,5,0,1423,2886,0,76,1
63526,41590540,110,5,0,1511,2774,0,68,1
433521,41590520,110,4,0,1146,2809,0,68,0.598108268
354040,41590253,110,6,0,5508,194,0,37,1
246971,41590253,110,5,0,5419,122,0,33,0.934472459
63113,41590540,110,4,0,1504,2838,0,60,1
345644,41590587,110,2,0,331,926,0,22,0
434911,41590262,140,6,0,11668,4514,0,46,1
29988,41590259,150,1,0,12356,3568,0,10,1
511239,41590259,150,1,0,12925,3102,0,5,0.835057602
537994,41590259,150,1,0,13937,2031,0,6,1
53664,41590259,150,1,0,12972,2868,0,15,1
434776,41590586,110,1,1,1317,880,139,283,1
434567,41590600,110,1,1,2176,3654,0,69,1
36557,41590587,110,8,1,815,1406,0,75,1
537050,41590259,150,2,0,12189,3681,6174,20,0.946404494
29537,41590259,150,2,0,12826,3057,0,20,1
537061,41590259,150,1,0,13891,2016,0,6,1
511223,41590259,150,1,0,12771,3232,0,5,1
64622,41590540,110,4,0,1561,2543,0,67,1
520104,41590259,150,3,0,13509,2523,0,17,1
27624,41590259,150,3,0,12618,3297,0,27,1
537055,41590259,150,2,0,13592,2420,0,12,1
20659,41590259,150,2,0,13061,2843,0,20,1
537052,41590259,150,3,0,13475,2501,0,17,1
20661,41590259,150,2,0,12788,3120,0,20,1
537058,41590259,150,3,0,13496,2504,0,17,1
353354,41590259,140,1,0,14066,1703,0,14,1
520069,41590588,110,6,1,1745,2099,1637,280,1
434556,41590600,110,1,1,2159,3648,0,69,1
348241,41590587,110,2,1,1227,1902,0,43,1
537910,41590590,110,3,1,1926,1857,0,199,1
214264,41590259,140,1,0,13836,1924,1513,14,0.757143858
360587,41590540,110,5,0,1431,2681,0,68,1
433552,41590540,110,4,0,1127,2758,0,68,0.735582922
537929,41590590,100,3,1,1046,644,0,116,1
360586,41590540,110,4,0,1366,2706,0,60,1
360442,41590540,110,4,0,1527,2918,0,60,1
360585,41590540,110,4,0,1638,2681,0,43,1
532891,41590587,110,5,0.166854718,742,1426,19,52,0.549163676
434178,41590253,110,6,0,5830,558,611,76,0.899992024
536142,41590610,110,3,1,2980,3678,0,247,1
434853,41590585,110,5,1,1754,1932,0,490,1
436297,41590610,110,9,1,3639,3518,0,434,1
538965,41590587,110,5,0.205472714,562,1247,3,52,0.683954678
30214,41590310,110,1,0,5661,1877,517,1,0.189782212
435128,41590588,110,4,1,1235,1717,0,73,1
503898,41590530,110,3,0.458055025,363,1550,0,21,0.458055025
348436,41590587,110,6,1,932,1491,0,50,1
436316,41590610,110,1,1,2796,4220,0,60,1
532301,41590600,100,2,1,1731,2363,0,16,1
354535,41590586,100,1,1,1629,1916,0,324,1
434184,41590253,110,3,0,5832,211,256,148,0.792909113
531361,41590259,150,2,0,14041,2149,46,4,0.977020482
354011,41590253,110,7,0,5553,248,0,39,1
434956,41590262,140,6,0,11749,4556,0,46,1
360584,41590540,110,5,0,1492,2706,0,68,1
348228,41590587,110,2,1,1307,1992,0,41,1
348231,41590587,110,2,1,1305,1991,0,41,1
536972,41590590,110,5,1,1480,1613,0,206,1
536971,41590590,110,5,1,1547,1672,0,206,1
347739,41590540,110,1,0,1167,1946,0,30,1
436246,41590600,110,7,1,3760,2835,0,407,1
434992,41590588,110,3,1,1182,1614,1787,11,1
511074,41590588,110,5,1,1352,1750,0,96,1
434163,41590253,110,2,0,6573,973,0,130,1
348431,41590585,110,4,1,1478,1641,0,608,1
348125,41590587,110,2,1,1446,2077,0,41,1
29974,41590259,140,1,0,13966,1806,0,14,1
511245,41590259,150,1,0,12836,3190,0,5,1
539125,41590600,110,1,1,2045,3547,0,69,1
434597,41590600,110,1,1,2214,3651,0,69,1
184669,41590586,110,2,1,1672,1454,0,569,1
511010,41590588,110,4,1,2065,2619,0,291,1
435182,41590585,110,2,0.986934399,1225,1152,0,296,0.986934399
434195,41590253,110,6,0,5790,517,204,76,0.9818047
328202,41590259,150,3,0,12683,3251,0,27,1
62771,41590540,110,4,0,1364,2640,0,60,1
347720,41590540,110,3,0.0838717,1411,2264,0,64,0.874507139
347729,41590540,110,1,0,981,2065,0,30,1
620,41590540,110,2,0,1227,1863,0,43,1
29702,41590253,110,5,0,5449,171,0,33,0.997939399
510931,41590253,110,5,0,5357,66,0,33,0.998192338
435506,41590590,110,5,1,1653,1629,0,215,1
325040,41590259,150,1,0,13084,2775,0,15,1
330063,41590259,150,2,0,12848,3049,0,17,1
353340,41590259,150,2,0,12877,2995,0,20,1
511281,41590259,150,2,0,13160,2829,0,11,1
538927,41590259,150,1,0,14389,2643,0,11,1
330081,41590259,140,1,0,14013,1748,0,14,1
237360,41590259,150,2,0,12288,3571,0,80,1
511187,41590259,150,1,0,13191,2661,0,9,1
434040,41590550,100,1,0,2419,3268,131,9,0
435495,41590585,110,4,1,1555,1986,88,24,1
433775,41590590,100,2,1,1756,1471,0,139,1
237730,41590259,150,2,0,12143,3747,0,80,1
213103,41590259,140,1,0,14187,1575,0,14,1
537054,41590259,150,3,0,13346,2635,0,17,1
434936,41590262,140,6,0,11699,4521,0,46,1
29979,41590259,140,1,0,14078,1701,0,14,0.991114678
328681,41590259,150,2,0,13065,2857,0,20,1
237361,41590259,150,2,0,12252,3592,0,80,1
511276,41590259,150,2,0,12955,2877,0,10,1
434264,41590550,100,2,0,1525,2653,0,70,0
345645,41590587,110,1,0,414,936,0,10,0
56959,41590530,110,1,0,602,2262,0,22,0
25460,41590253,110,2,0,4266,1016,0,29,0
538015,41590259,150,1,0,14404,2559,0,11,1
29955,41590259,150,1,0,13151,2701,0,10,1
538010,41590259,150,2,0,14404,2503,0,11,1
215058,41590259,150,3,0,12362,3528,0,90,1
328675,41590259,150,3,0,12918,3012,0,27,1
511212,41590259,150,1,0,12800,3196,0,5,1
511213,41590259,150,1,0,12929,3073,0,5,0.922358433
538011,41590259,150,2,0,14533,2388,12,11,0.991334983
530772,41590259,150,3,0,12411,3405,0,80,0.650044309
53671,41590259,150,2,0,12974,2917,0,17,1
345643,41590587,110,2,0,389,964,0,22,0
531057,41590259,150,2,0,13684,2275,0,12,1
330065,41590259,150,2,0,12771,3165,0,17,1
325010,41590259,150,2,0,12762,3109,0,20,1
237362,41590259,150,3,0,12190,3631,0,80,1
511291,41590259,150,2,0,13153,2846,0,11,1
511219,41590259,150,4,0,13241,2681,0,26,1
151656,41590259,150,2,0,12714,3204,0,17,1
537049,41590259,150,3,0,12623,3237,6296,21,1
237658,41590259,150,2,0,12197,3682,0,80,1
538937,41590259,150,1,0,14300,2951,0,11,0.947490056
435933,41590610,110,1,1,2953,3537,0,60,1
434587,41590600,110,1,1,2136,3595,0,69,1
538932,41590259,150,1,0,14187,2965,0,11,0.931472025
537062,41590259,150,2,0,13796,2116,0,12,1
531357,41590259,150,1,0,13133,2750,0,10,1
248550,41590259,150,1,0,13084,2798,0,10,1
350575,41590259,150,2,0,12844,2988,0,11,1
29818,41590259,150,2,0,12123,3678,0,73,1
434676,41590588,110,6,1,1764,2452,0,318,1
511298,41590259,150,2,0,12447,3453,0,20,1
538936,41590259,150,1,0,14384,2812,0,11,1
538926,41590259,150,1,0,14340,2647,0,11,1
538931,41590259,150,1,0,14163,2849,0,11,1
538928,41590259,150,1,0,14423,2729,0,11,0.996738497
538933,41590259,150,1,0,14264,2841,0,11,1
20694,41590259,150,2,0,12780,3117,0,20,1
168096,41590259,150,1,0,13053,2793,0,15,1
435018,41590585,110,5,1,1167,1521,93,45,1
344065,41590587,110,5,1,725,1185,0,39,1
340219,41590586,110,2,1,1905,1608,0,324,1
29877,41590259,140,1,0,13960,1799,0,14,1
434027,41590560,110,3,0,3746,1575,23,51,0
434061,41590560,110,3,0,4123,1211,0,48,0
535681,41590550,90,3,0,2063,2066,5,43,0
330122,41590259,140,1,0,13999,1757,0,14,1
329906,41590259,140,1,0,14098,1663,0,14,1
214834,41590259,140,1,0,13957,1797,0,14,1
433378,41590320,120,2,0.470692965,6340,1333,29,3,0.470692965
434873,41590262,140,3,0,11503,4275,0,12,1
